ts,te,td,pr,sa,da,sp,dp,sas,pas,ipkt,opkt,ibyt,obyt,flg,flgs_int,flg_cwr,flg_ece,flg_urg,flg_ack,flg_psh,flg_rst,flg_syn,flg_fin,dir,bps,pps,bpp,cl,sl,al
2021-11-23 13:39:47.479,2021-11-23 13:40:10.293,22.814,TCP  ,    192.168.32.3,    8.209.76.130,53943.000,443.000,0.000,0.000,4.000,3.000,291.000,279.000,...AP...,24,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,102.000,0.000,72.000,2.586,24.660,22218.025
2021-11-23 13:39:59.291,2021-11-23 13:41:50.817,111.526,UDP  ,         0.0.0.0, 255.255.255.255,68.000,67.000,0.000,0.000,8.000,0.000,2432.000,0.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,174.000,0.000,304.000,0.000,0.000,0.000
2021-11-23 13:40:23.519,2021-11-23 13:41:27.266,63.747,ICMP ,    165.22.94.18,    192.168.32.3,0.000,3.300,0.000,0.000,50.000,0.000,5800.000,0.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,727.000,0.000,116.000,0.000,0.000,0.000
2021-11-23 13:40:41.524,2021-11-23 13:40:45.737,4.213,ICMP ,    5.90.221.115,    192.168.32.3,0.000,3.300,0.000,0.000,10.000,0.000,1200.000,0.000,........,0,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,  I,2278.000,2.000,120.000,0.000,0.000,0.000
2021-11-23 13:40:58.483,2021-11-23 13:40:58.483,0.000,UDP  ,    192.168.32.3, 255.255.255.255,13572.000,32106.000,0.000,0.000,1.000,0.000,84.000,0.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,0.000,0.000,84.000,0.000,0.000,0.000
