ts,te,td,pr,sa,da,sp,dp,sas,pas,ipkt,opkt,ibyt,obyt,flg,flgs_int,flg_cwr,flg_ece,flg_urg,flg_ack,flg_psh,flg_rst,flg_syn,flg_fin,dir,bps,pps,bpp,cl,sl,al
2021-11-23 13:57:42.533,2021-11-23 13:59:18.876,96.343,UDP  ,         0.0.0.0, 255.255.255.255,68.000,67.000,0.000,0.000,6.000,0.000,1816.000,0.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,150.000,0.000,302.000,0.000,0.000,0.000
2021-11-23 13:58:21.304,2021-11-23 13:58:21.353,0.049,TCP  ,    192.168.32.3,    8.209.76.130,53943.000,443.000,0.000,0.000,2.000,2.000,67.000,63.000,...AP...,24,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,  I,10938.000,40.000,33.000,3.578,45.223,0.000
2021-11-23 13:58:22.971,2021-11-23 13:58:22.971,0.000,UDP  ,    192.168.32.3, 255.255.255.255,27404.000,32106.000,0.000,0.000,1.000,0.000,84.000,0.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,0.000,0.000,84.000,0.000,0.000,0.000
