ts,te,td,pr,sa,da,sp,dp,sas,pas,ipkt,opkt,ibyt,obyt,flg,flgs_int,flg_cwr,flg_ece,flg_urg,flg_ack,flg_psh,flg_rst,flg_syn,flg_fin,dir,bps,pps,bpp,cl,sl,al
2021-11-23 11:42:23.340,2021-11-23 11:43:03.763,40.423,UDP  ,    192.168.32.3,   64.227.65.213,29690.000,12425.000,0.000,0.000,45.000,37.000,180.000,148.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,35.000,1.000,4.000,0.000,0.000,0.000
2021-11-23 11:42:24.045,2021-11-23 11:44:32.415,128.370,UDP  ,         0.0.0.0, 255.255.255.255,68.000,67.000,0.000,0.000,9.000,0.000,2724.000,0.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,169.000,0.000,302.000,0.000,0.000,0.000
2021-11-23 11:42:29.186,2021-11-23 11:44:32.793,123.607,TCP  ,    192.168.32.3,    8.209.76.130,53943.000,443.000,0.000,0.000,4.000,2.000,134.000,86.000,...AP...,24,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,  I,8.000,0.000,33.000,3.472,21.761,123580.055
2021-11-23 11:43:07.823,2021-11-23 11:43:07.823,0.000,UDP  ,    192.168.32.3, 255.255.255.255,16049.000,32106.000,0.000,0.000,1.000,0.000,84.000,0.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,0.000,0.000,84.000,0.000,0.000,0.000
