ts,te,td,pr,sa,da,sp,dp,sas,pas,ipkt,opkt,ibyt,obyt,flg,flgs_int,flg_cwr,flg_ece,flg_urg,flg_ack,flg_psh,flg_rst,flg_syn,flg_fin,dir,bps,pps,bpp,cl,sl,al
2021-11-23 11:32:45.119,2021-11-23 11:34:11.490,86.371,UDP  ,         0.0.0.0, 255.255.255.255,68.000,67.000,0.000,0.000,6.000,0.000,1816.000,0.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,168.000,0.000,302.000,0.000,0.000,0.000
2021-11-23 11:33:10.850,2021-11-23 11:33:10.850,0.000,UDP  ,    192.168.32.3, 255.255.255.255,29410.000,32106.000,0.000,0.000,1.000,0.000,84.000,0.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,0.000,0.000,84.000,0.000,0.000,0.000
2021-11-23 11:34:14.829,2021-11-23 11:34:14.882,0.053,TCP  ,    192.168.32.3,    8.209.76.130,53943.000,443.000,0.000,0.000,2.000,1.000,67.000,43.000,...AP...,24,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,  I,10113.000,37.000,33.000,8.539,45.270,0.000
