ts,te,td,pr,sa,da,sp,dp,sas,pas,ipkt,opkt,ibyt,obyt,flg,flgs_int,flg_cwr,flg_ece,flg_urg,flg_ack,flg_psh,flg_rst,flg_syn,flg_fin,dir,bps,pps,bpp,cl,sl,al
2021-11-18 15:35:37.767,2021-11-18 15:35:37.767,0.000,ICMP ,   192.168.10.61,    192.168.10.1,0.000,3.300,0.000,0.000,1.000,0.000,328.000,0.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,0.000,0.000,328.000,0.000,0.000,0.000
2021-11-18 15:35:48.233,2021-11-18 15:36:13.263,25.030,UDP  ,   192.168.10.61,   84.16.232.131,55661.000,34781.000,0.000,0.000,2.000,2.000,248.000,128.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,79.000,0.000,124.000,0.000,0.000,0.000
2021-11-18 15:35:52.142,2021-11-18 15:36:27.434,35.292,UDP  ,         0.0.0.0, 255.255.255.255,68.000,67.000,0.000,0.000,6.000,0.000,1800.000,0.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,408.000,0.000,300.000,0.000,0.000,0.000
2021-11-18 15:36:04.372,2021-11-18 15:36:06.417,2.045,UDP  ,   192.168.10.61,     20.101.57.9,38181.000,123.000,0.000,0.000,3.000,3.000,144.000,144.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,563.000,1.000,48.000,0.000,0.000,0.000
