ts,te,td,pr,sa,da,sp,dp,sas,pas,ipkt,opkt,ibyt,obyt,flg,flgs_int,flg_cwr,flg_ece,flg_urg,flg_ack,flg_psh,flg_rst,flg_syn,flg_fin,dir,bps,pps,bpp,cl,sl,al
2021-11-18 15:30:36.596,2021-11-18 15:33:02.946,146.350,UDP  ,         0.0.0.0, 255.255.255.255,68.000,67.000,0.000,0.000,16.000,0.000,4800.000,0.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,262.000,0.000,300.000,0.000,0.000,0.000
2021-11-18 15:30:47.941,2021-11-18 15:32:53.082,125.141,UDP  ,   192.168.10.61,   84.16.232.131,55661.000,34781.000,0.000,0.000,6.000,6.000,744.000,384.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,47.000,0.000,124.000,0.000,0.000,0.000
2021-11-18 15:31:03.501,2021-11-18 15:31:05.557,2.056,UDP  ,   192.168.10.61,     20.101.57.9,43250.000,123.000,0.000,0.000,3.000,3.000,144.000,144.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,560.000,1.000,48.000,0.000,0.000,0.000
2021-11-18 15:32:04.361,2021-11-18 15:32:06.406,2.045,UDP  ,   192.168.10.61,     20.101.57.9,60655.000,123.000,0.000,0.000,3.000,3.000,144.000,144.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,563.000,1.000,48.000,0.000,0.000,0.000
2021-11-18 15:33:04.051,2021-11-18 15:33:04.055,0.004,UDP  ,   192.168.10.61,     20.101.57.9,37145.000,123.000,0.000,0.000,1.000,1.000,48.000,48.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,96000.000,250.000,48.000,0.000,0.000,0.000
