ts,te,td,pr,sa,da,sp,dp,sas,pas,ipkt,opkt,ibyt,obyt,flg,flgs_int,flg_cwr,flg_ece,flg_urg,flg_ack,flg_psh,flg_rst,flg_syn,flg_fin,dir,bps,pps,bpp,cl,sl,al
2021-11-18 15:10:34.107,2021-11-18 15:13:03.670,149.563,UDP  ,         0.0.0.0, 255.255.255.255,68.000,67.000,0.000,0.000,17.000,0.000,5100.000,0.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,272.000,0.000,300.000,0.000,0.000,0.000
2021-11-18 15:10:46.876,2021-11-18 15:12:51.987,125.111,UDP  ,   192.168.10.61,   84.16.232.131,55661.000,34781.000,0.000,0.000,6.000,6.000,744.000,384.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,47.000,0.000,124.000,0.000,0.000,0.000
2021-11-18 15:11:03.717,2021-11-18 15:11:05.760,2.043,UDP  ,   192.168.10.61,     20.101.57.9,41740.000,123.000,0.000,0.000,3.000,3.000,144.000,144.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,563.000,1.000,48.000,0.000,0.000,0.000
2021-11-18 15:13:04.056,2021-11-18 15:13:04.060,0.004,UDP  ,   192.168.10.61,     20.101.57.9,41838.000,123.000,0.000,0.000,1.000,1.000,48.000,48.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,96000.000,250.000,48.000,0.000,0.000,0.000
