ts,te,td,pr,sa,da,sp,dp,sas,pas,ipkt,opkt,ibyt,obyt,flg,flgs_int,flg_cwr,flg_ece,flg_urg,flg_ack,flg_psh,flg_rst,flg_syn,flg_fin,dir,bps,pps,bpp,cl,sl,al
2021-11-18 16:13:22.178,2021-11-18 16:14:14.598,52.420,UDP  ,         0.0.0.0, 255.255.255.255,68.000,67.000,0.000,0.000,5.000,0.000,1524.000,0.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,232.000,0.000,304.000,0.000,0.000,0.000
2021-11-18 16:13:56.322,2021-11-18 16:13:56.322,0.000,UDP  ,    192.168.32.3, 255.255.255.255,10155.000,32106.000,0.000,0.000,1.000,0.000,84.000,0.000,........,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,  I,0.000,0.000,84.000,0.000,0.000,0.000
